bug.id,revision.id.buggy,revision.id.fixed,report.id,report.url
127,d3fc1a2877c165a57949414f5737ef00ffcd867d,d19259a7774e23ebdaac4af5ee4def8602fe2969,TEMP-557,https://issues.apache.org/jira/browse
128,5e223a403e65992d2d18b1b8cab5da2c6c1aa37d,c898e483939740e706157b63b32cbe6f08a931a5,TEMP-9,https://issues.apache.org/jira/browse
129,958657f3c7cdf1f1d81a139b312c032020d582f0,c40faa90f9cc73045995133714111bb6cb344ec2,TEMP-8,https://issues.apache.org/jira/browse
130,92a07f9aa109f0f55af963f86e466c80718f9466,5899f1eb7239ea26291b9e38490f5922b86158d8,TEMP-547,https://issues.apache.org/jira/browse
131,9990c66690467cf6c08be921947532729b7ee91c,92a07f9aa109f0f55af963f86e466c80718f9466,TEMP-41,https://issues.apache.org/jira/browse
132,156653ea56fe215b97a263a770ea7094ff6adb84,3378280035f388157e007a06f7fcb74698b91e3e,TEMP-35,https://issues.apache.org/jira/browse
133,872c744692dc2cd485e28790a1f532ca85ece2de,156653ea56fe215b97a263a770ea7094ff6adb84,TEMP-442,https://issues.apache.org/jira/browse
134,5411db017b093f0995a9b7807a6a4dabb0f1e0ea,31e141019010d27dfb3c1a1fb712433268b520f0,TEMP-534,https://issues.apache.org/jira/browse
135,f5c46b9fc80754c601205e6ef13c5b7e9a5003e2,722a5af4f1786599f22e91a34af459883c7a6a8b,TEMP-21,https://issues.apache.org/jira/browse
136,4b5fa7d8d2d398a6eed0725ff4b2a8177da56896,45fbfb82fd1f5168a7183e78ece89da7a60e21fe,TEMP-528,https://issues.apache.org/jira/browse
137,54631643211e2dc29beaecc30e4eedf2928738d7,8b9fe1b01ce21003f6a6ff8391ad2a64f4d21030,TEMP-30,https://issues.apache.org/jira/browse
138,31c0d3a8e94b1016843596acea17a63bed9d4558,e95134229b9066aa2f1d312a53f5a670d271dbfa,TEMP-28,https://issues.apache.org/jira/browse
139,8fce0fa77cddae14af022b6aacc32eb861fde99b,933796e9330ed5043ad8e76d9fa2cb8b1d3a8e3a,TEMP-15,https://issues.apache.org/jira/browse
140,9e2b2c09732ca596331f7ca34ba4e0f03d70093d,a7bd568249f9ec20b69b2a700da6a0648e93a842,TEMP-483,https://issues.apache.org/jira/browse
141,d6beaa363bca8324c7a699ce797a89698d49ba54,65e1c9c38becbee2f84d822cd65fd7dbce42b903,TEMP-512,https://issues.apache.org/jira/browse
142,cf402c948b2144ea83c40edb00163b74505335d1,5e3359388b0732fd1b3d055036187525eea76521,TEMP-511,https://issues.apache.org/jira/browse
143,6c3a1bb78c3e92fded50c1c1e9f4c3e2e6e9dd4c,6aa7ba1d927cc57769d4ed589326053849b235ea,TEMP-502,https://issues.apache.org/jira/browse
144,d9406824aeba0e977c0692971a6dbb2e62823886,6c3a1bb78c3e92fded50c1c1e9f4c3e2e6e9dd4c,TEMP-502,https://issues.apache.org/jira/browse
145,e1c5de1bbe2bf93ea9e5212c0f71fb7255dbdcff,d9406824aeba0e977c0692971a6dbb2e62823886,TEMP-502,https://issues.apache.org/jira/browse
146,b2da444800d4c5d472da58a6b776891621d11718,2e72f7494ae59cb11b11a43f87839315390beaf4,TEMP-494,https://issues.apache.org/jira/browse
147,3775e6d352985cac43e3b00572f8dcc9fe826ac5,54eeaee27c4d73a5b3b6ee84e53ee9046919a18b,TEMP-492,https://issues.apache.org/jira/browse
148,c3a83486048dba356a8f6638c5cbd1eb12a93bd3,e23402c1dc133842c1acef0a2d7cd1f386647de7,TEMP-16,https://issues.apache.org/jira/browse
149,f98bb0b2b13b21ee7d7152628cd570a0fddff2f3,5d072ef89fbc2532f621a5a0b4d6791cb926a997,TEMP-484,https://issues.apache.org/jira/browse
150,afe78a030b57e3f74825e134d6615ef4878778cc,76e45d6a50da6228c44b04a565dca96432c4b197,TEMP-484,https://issues.apache.org/jira/browse
151,35ea189f533c703906d9f770dff684c4557b18a7,afe78a030b57e3f74825e134d6615ef4878778cc,TEMP-484,https://issues.apache.org/jira/browse
152,7c58d8a9919c5c9dbc1485a21d56bb3f37444060,8700816250e849d9f8d0fc402b090aec6ba7ab60,TEMP-481,https://issues.apache.org/jira/browse
153,56708e632e69a889eec8bf926bb3551ad53ded86,539869352a5f4183028a3e6b33b4e002c5053ba4,TEMP-428,https://issues.apache.org/jira/browse
154,49f8c2a817f811bdc9fc3e7f550a8e0b13503e7f,67325cf97946f053da51dd358a9ffca0a9676c03,TEMP-466,https://issues.apache.org/jira/browse
155,ed1723428847e2e7c24e9a8c3e379fda0c0f7496,49f8c2a817f811bdc9fc3e7f550a8e0b13503e7f,TEMP-469,https://issues.apache.org/jira/browse
156,d4e1ad171208fc1a63de63b4a7e4c08e43edc41a,ed1723428847e2e7c24e9a8c3e379fda0c0f7496,TEMP-469,https://issues.apache.org/jira/browse
157,11580a9ab6fd81cf832f52e2713fc0273dd70a13,a4594450b64b104553edb9f8c8c3f3f82b0cfb07,TEMP-8,https://issues.apache.org/jira/browse
