bug.id,revision.id.buggy,revision.id.fixed,report.id,report.url
127,8c404450fa97dc5432cec89d37f96cf1c2c2926f,6037f828b16141d886e636a782fe81fe69662606,TEMP-473,https://issues.apache.org/jira/browse
128,58a309554be9de39a3b2665d56b6dddeca4fd648,6e6b6dd192f5303264e4735ed4375856198bc6c9,TEMP-475,https://issues.apache.org/jira/browse
129,a2ae87fe4b866e3afd332b9b07870fb8c2bc84f3,58a309554be9de39a3b2665d56b6dddeca4fd648,TEMP-465,https://issues.apache.org/jira/browse
130,bb507f2b401f37122f4117c706b20c3bee81021d,8428e16383bb3b071bda3760351cbf0b456dad37,TEMP-467,https://issues.apache.org/jira/browse
131,c8ee971720d62a4d4461e0f9aa736196dfeb5d5f,a62d38cd071e90b8daf726bda1b8a0ee7f3352bb,TEMP-458,https://issues.apache.org/jira/browse
132,05c7e67c441d5c493892debc413334d9f8efcd56,f6517101f46aaf05d4c25bcfa95b887ce7f9c2ec,TEMP-450,https://issues.apache.org/jira/browse
133,d8bbd2f6cb457e84429ef13425851beb272a09af,b824ae8b74ab93fb2887bee202251a88fd804a77,TEMP-448,https://issues.apache.org/jira/browse
134,ac306ed984bc863a37731a1cb73c415b7658a7e9,d8bbd2f6cb457e84429ef13425851beb272a09af,TEMP-442,https://issues.apache.org/jira/browse
135,9531037d109dcd6a08f6dab785e2854694a84bc7,4593db5c235bf26cd90f4595b6c82ff16ae99149,TEMP-444,https://issues.apache.org/jira/browse
136,4f21d978fbfa17f550d1b5e47c9c83c24e7f34fa,5a1999f11206fa2907921412448b98be342010f1,TEMP-441,https://issues.apache.org/jira/browse
137,27f5161b1cfcaf5b8a76e7d829e2a16e6a79755b,4f21d978fbfa17f550d1b5e47c9c83c24e7f34fa,TEMP-440,https://issues.apache.org/jira/browse
138,33c3dd9d29a5db663c335edd5ec442c1d080f4de,379524e5af8675671bed871ec69fa688e261f870,TEMP-291,https://issues.apache.org/jira/browse
139,760661dfd35d3c51f4aaddf914b32223787ad0c7,b5ac3314309acc4cded8f65cf50adeb7a1c13f95,TEMP-412,https://issues.apache.org/jira/browse
140,ed22efa425b044aa72e1d80ede10d3be49951a30,760661dfd35d3c51f4aaddf914b32223787ad0c7,TEMP-410,https://issues.apache.org/jira/browse
141,c8dc878a01645f13059f9504ea64014f28441552,c266a88173dd8d12da5519f0b4f114e9441e92d6,TEMP-437,https://issues.apache.org/jira/browse
142,720442a947bdb0c49bfaf6788059b274dd6d0edb,d0af24cdff2aecc9c63affbb395759d8ab44aee4,TEMP-422,https://issues.apache.org/jira/browse
143,3f56c7abbd2d0257260d2c4a1af458273b4e3425,31ca60623ff48b6b4563ee81901486277610c34b,TEMP-423,https://issues.apache.org/jira/browse
144,8215881d49fc1a5478b1a30518bbe2b2e90830d6,3f56c7abbd2d0257260d2c4a1af458273b4e3425,TEMP-426,https://issues.apache.org/jira/browse
145,ba75ed23264fdc913f7007323d6ca728bc3a712e,8215881d49fc1a5478b1a30518bbe2b2e90830d6,TEMP-430,https://issues.apache.org/jira/browse
146,addf9529dd35a7a01b3baee7472736dcff28d294,ba75ed23264fdc913f7007323d6ca728bc3a712e,TEMP-434,https://issues.apache.org/jira/browse
147,432510450e21779226669b40d0b3531baaf8e27b,5278cd419abc3ccaabc352ba67631b1985eb4bed,TEMP-428,https://issues.apache.org/jira/browse
148,9c704fb6de46b9eac6d8f2385a8794458a16af04,432510450e21779226669b40d0b3531baaf8e27b,TEMP-421,https://issues.apache.org/jira/browse
149,1f22cb625c2b4a084258f816961153e0951c9e2b,11f725ec69d1aedc1302f50609c8a49d52fefc6d,TEMP-409,https://issues.apache.org/jira/browse
150,0e3a5bf9d1fd57895bf1ada985ecc800f5261838,6858072e1ee0bfc7c9865bffade4df0bb1696a72,TEMP-404,https://issues.apache.org/jira/browse
151,87ae91b48a06288678f98c4986af5114c223aae0,0e3a5bf9d1fd57895bf1ada985ecc800f5261838,TEMP-404,https://issues.apache.org/jira/browse
152,1b140680b6dc855ddc664b889f4e03928d3b03fb,87ae91b48a06288678f98c4986af5114c223aae0,TEMP-396,https://issues.apache.org/jira/browse
153,36d066c37a07a4e5e779c318fe3965924831ee0b,1b140680b6dc855ddc664b889f4e03928d3b03fb,TEMP-396,https://issues.apache.org/jira/browse
154,2f51bef387030f95be40cf3645b8fead45dde008,f362322ddb6f3ed05cbb8427f8e3dd2e568bbde4,TEMP-399,https://issues.apache.org/jira/browse
155,4d43ad4001c5196e5cde5b7c009bf57fec1b64da,1eaa52321395b5f58cbaf6caa27f2bec6f2fe406,TEMP-402,https://issues.apache.org/jira/browse
156,1fa1b9ec8b48e6a3e69a2629b051927bd70305c8,4d43ad4001c5196e5cde5b7c009bf57fec1b64da,TEMP-401,https://issues.apache.org/jira/browse
157,4ed4690452877ffd028f3a61425191bc3f82f5f7,1fa1b9ec8b48e6a3e69a2629b051927bd70305c8,TEMP-401,https://issues.apache.org/jira/browse
158,e7415018429890873ea9556112f8b04479852deb,12c952df0694b3df19d02a0fc072d5d1910b0a63,TEMP-397,https://issues.apache.org/jira/browse
159,393d38e08ec3dd2bd83532ef6aa19a08d446d57f,c062f74182fa8eb15b60b520d1f8ae10eff71b1b,TEMP-397,https://issues.apache.org/jira/browse
160,5f84f0a17b60395026b8600861c70733ff63071c,9faf79c90ce0b4e6d8acdd6b8bfe5fd5fc7bae9f,TEMP-397,https://issues.apache.org/jira/browse
161,2b248a62e4148b5f92ec7c8d10a7eac1184bb015,46c9b97454b17150b3ee7b2de973eae4aed8522a,TEMP-268,https://issues.apache.org/jira/browse
162,33caf19f30fd1060d3cf0b863ebf24fc3327211b,90ccc18509a354a05768f1c82051b4096fd5a954,TEMP-369,https://issues.apache.org/jira/browse
163,ab23ea19ca6d7498c00ae3cad930474a0de2a008,33caf19f30fd1060d3cf0b863ebf24fc3327211b,TEMP-367,https://issues.apache.org/jira/browse
164,c55f56d6459fc8c8a9a0df19cba54b3f8ca93de4,68bcc154c4ee05771538a8ff466e087b3072f06c,TEMP-388,https://issues.apache.org/jira/browse
165,ad39cce40fb518021ec1b7b11af61fb4328ff357,c55f56d6459fc8c8a9a0df19cba54b3f8ca93de4,TEMP-362,https://issues.apache.org/jira/browse
166,5b366f24f6169676c625bcdc2b5ca87aae13f915,ad39cce40fb518021ec1b7b11af61fb4328ff357,TEMP-89,https://issues.apache.org/jira/browse
167,5b470174edcf743bf152b66e208592289f559c10,48a4d8212d4adcc3ac1de986e2abb0d36b931c86,TEMP-377,https://issues.apache.org/jira/browse
168,602a7e915c8a585c2beb7c026fe21b88dad1c8f0,2294b22f2a3675c47d6d69c1b4071adfc6be2cd0,TEMP-372,https://issues.apache.org/jira/browse
169,e5e8ec48f73b27b17dc60daaf184d481738f1fba,1f5b8095272bd0516f8a1d352a0a6eaa00d7e096,TEMP-354,https://issues.apache.org/jira/browse
170,51b6ca9fbf996f3caf44f0da750ff800fa7a2204,81cd8d90b2771b3f514cfdcfc73ee237bfdad6ca,TEMP-276,https://issues.apache.org/jira/browse
171,e6f32804ec4d841fa3de29ee1d8267e52b453303,a009b96b6a39744e6c02ea036f1719ae74935424,TEMP-327,https://issues.apache.org/jira/browse
