num of topics,bug id,num of files that changed,num of files that changed no tests,first index exist files,max index exist files,num of files checked exist files,all indexes,first index exist files no tests,max index exist files no tests,num of files checked exist files no tests,all indexes no tests,average similarity
300,JXPATH-95,2,1,0,1,209,"[0, 1]",0,0,164,[0],0.246
300,JXPATH-95,4,3,1,4,209,"[4, 2, 3, 1]",1,3,164,"[3, 1, 2]",0.07533333333333332
300,JXPATH-93,2,1,86,104,209,"[104, 86]",95,95,164,[95],0.088
300,JXPATH-97,3,2,4,15,210,"[4, 15, 9]",4,11,165,"[4, 11]",0.328
300,JXPATH-97,3,2,0,18,211,"[0, 8, 18]",0,7,165,"[0, 7]",0.485
300,JXPATH-97,6,5,0,26,211,"[9, 4, 0, 24, 8, 26]",0,20,165,"[8, 4, 0, 20, 7]",0.3734
300,JXPATH-102,2,1,42,105,212,"[42, 105]",40,40,165,[40],0.001
300,JXPATH-100,2,1,37,53,212,"[37, 53]",33,33,165,[33],0.058
300,JXPATH-114,3,2,66,82,214,"[66, 80, 82]",42,49,165,"[42, 49]",0.136
300,JXPATH-109,4,2,62,132,214,"[83, 71, 62, 132]",64,74,165,"[74, 64]",0.3865
300,JXPATH-115,2,1,52,193,214,"[193, 52]",146,146,165,[146],0.0
300,JXPATH-149,1,1,108,108,222,[108],86,86,168,[86],0.004
300,JXPATH-151,3,2,47,210,223,"[153, 47, 210]",30,126,168,"[126, 30]",0.0285
320,JXPATH-12,4,2,1,200,201,"[1, 3, 198, 200]",0,2,159,"[0, 2]",0.622
320,JXPATH-50,2,1,17,19,201,"[17, 19]",13,13,159,[13],0.065
320,JXPATH-68,1,1,79,79,203,[79],58,58,160,[58],0.046
320,JXPATH-83,3,2,8,168,205,"[8, 138, 168]",6,130,161,"[6, 130]",0.041
320,JXPATH-89,2,1,18,194,206,"[18, 194]",14,14,161,[14],0.032
320,JXPATH-94,2,1,12,162,208,"[12, 162]",10,10,163,[10],0.019
320,JXPATH-93,5,4,26,39,209,"[39, 35, 37, 38, 26]",32,36,164,"[36, 32, 34, 35]",0.024
320,JXPATH-95,2,1,0,5,209,"[5, 0]",4,4,164,[4],0.061
320,JXPATH-95,4,3,0,4,209,"[4, 2, 3, 0]",1,3,164,"[3, 1, 2]",0.07400000000000001
320,JXPATH-93,2,1,26,31,209,"[31, 26]",29,29,164,[29],0.028
320,JXPATH-97,3,2,0,16,210,"[10, 16, 0]",8,13,165,"[8, 13]",0.452
320,JXPATH-97,3,2,1,200,211,"[1, 2, 200]",0,1,165,"[0, 1]",0.6185
320,JXPATH-97,6,5,1,35,211,"[9, 10, 1, 16, 2, 35]",0,13,165,"[7, 8, 0, 13, 1]",0.5326
320,JXPATH-102,2,1,30,72,212,"[30, 72]",28,28,165,[28],0.001
320,JXPATH-100,2,1,106,195,212,"[106, 195]",99,99,165,[99],0.001
320,JXPATH-114,3,2,0,114,214,"[0, 4, 114]",0,4,165,"[0, 4]",0.3195
320,JXPATH-109,4,2,37,203,214,"[52, 151, 37, 203]",46,134,165,"[46, 134]",0.0015
320,JXPATH-115,2,1,61,131,214,"[131, 61]",99,99,165,[99],0.0
320,JXPATH-149,1,1,122,122,222,[122],98,98,168,[98],0.003
320,JXPATH-151,3,2,25,210,223,"[149, 25, 210]",12,125,168,"[125, 12]",0.0515
340,JXPATH-12,4,2,2,6,201,"[3, 6, 2, 4]",1,3,159,"[1, 3]",0.3495
340,JXPATH-50,2,1,1,26,201,"[26, 1]",19,19,159,[19],0.11
340,JXPATH-68,1,1,36,36,203,[36],18,18,160,[18],0.157
340,JXPATH-83,3,2,35,75,205,"[35, 67, 75]",31,59,161,"[31, 59]",0.053
340,JXPATH-89,2,1,14,191,206,"[14, 191]",12,12,161,[12],0.094
340,JXPATH-94,2,1,5,146,208,"[5, 146]",4,4,163,[4],0.027
340,JXPATH-93,5,4,57,63,209,"[57, 58, 59, 60, 63]",46,49,164,"[46, 47, 48, 49]",0.009
340,JXPATH-95,2,1,125,193,209,"[125, 193]",109,109,164,[109],0.002
340,JXPATH-95,4,3,113,193,209,"[113, 115, 123, 193]",97,107,164,"[97, 99, 107]",0.002
340,JXPATH-93,2,1,63,74,209,"[74, 63]",61,61,164,[61],0.002
340,JXPATH-97,3,2,3,10,210,"[8, 10, 3]",7,9,165,"[7, 9]",0.20550000000000002
340,JXPATH-97,3,2,2,17,211,"[4, 2, 17]",2,3,165,"[3, 2]",0.4295
340,JXPATH-97,6,5,2,12,211,"[5, 8, 4, 10, 2, 12]",2,9,165,"[4, 7, 3, 9, 2]",0.32
340,JXPATH-102,2,1,0,190,212,"[0, 190]",0,0,165,[0],0.526
340,JXPATH-100,2,1,34,50,212,"[34, 50]",32,32,165,[32],0.094
340,JXPATH-114,3,2,52,91,214,"[80, 52, 91]",39,49,165,"[49, 39]",0.1855
340,JXPATH-109,4,2,81,200,214,"[81, 84, 114, 200]",77,80,165,"[77, 80]",0.296
340,JXPATH-115,2,1,40,85,214,"[85, 40]",48,48,165,[48],0.009
340,JXPATH-149,1,1,206,206,222,[206],159,159,168,[159],0.002
340,JXPATH-151,3,2,51,167,223,"[59, 167, 51]",37,138,168,"[37, 138]",0.009000000000000001
360,JXPATH-12,4,2,1,94,201,"[1, 2, 90, 94]",0,1,159,"[0, 1]",0.622
360,JXPATH-50,2,1,15,44,201,"[44, 15]",36,36,159,[36],0.039
360,JXPATH-68,1,1,6,6,203,[6],3,3,160,[3],0.294
360,JXPATH-83,3,2,126,170,205,"[126, 142, 170]",115,131,161,"[115, 131]",0.001
360,JXPATH-89,2,1,0,187,206,"[0, 187]",0,0,161,[0],0.572
360,JXPATH-94,2,1,0,6,208,"[6, 0]",4,4,163,[4],0.017
360,JXPATH-93,5,4,57,90,209,"[87, 90, 84, 88, 57]",77,82,164,"[79, 82, 77, 80]",0.0615
360,JXPATH-95,2,1,0,1,209,"[1, 0]",0,0,164,[0],0.264
360,JXPATH-95,4,3,0,8,209,"[6, 8, 7, 0]",5,7,164,"[5, 7, 6]",0.08700000000000001
360,JXPATH-93,2,1,22,30,209,"[30, 22]",28,28,164,[28],0.119
360,JXPATH-97,3,2,0,22,210,"[22, 21, 0]",15,16,165,"[16, 15]",0.0895
360,JXPATH-97,3,2,1,11,211,"[1, 2, 11]",0,1,165,"[0, 1]",0.5645
360,JXPATH-97,6,5,1,23,211,"[5, 23, 1, 22, 2, 12]",0,16,165,"[4, 16, 0, 15, 1]",0.3224
360,JXPATH-102,2,1,20,116,212,"[116, 20]",95,95,165,[95],0.0
360,JXPATH-100,2,1,42,45,212,"[45, 42]",36,36,165,[36],0.021
360,JXPATH-114,3,2,30,93,214,"[93, 69, 30]",38,59,165,"[59, 38]",0.08600000000000001
360,JXPATH-109,4,2,53,174,214,"[99, 174, 53, 61]",69,140,165,"[69, 140]",0.0015
360,JXPATH-115,2,1,39,186,214,"[186, 39]",139,139,165,[139],0.0
360,JXPATH-149,1,1,84,84,222,[84],72,72,168,[72],0.003
360,JXPATH-151,3,2,43,198,223,"[65, 43, 198]",26,46,168,"[46, 26]",0.035500000000000004
380,JXPATH-12,4,2,2,25,201,"[2, 3, 12, 25]",1,2,159,"[1, 2]",0.5215000000000001
380,JXPATH-50,2,1,44,163,201,"[163, 44]",128,128,159,[128],0.0
380,JXPATH-68,1,1,2,2,203,[2],2,2,160,[2],0.416
380,JXPATH-83,3,2,19,170,205,"[19, 141, 170]",15,130,161,"[15, 130]",0.0465
380,JXPATH-89,2,1,1,39,206,"[1, 39]",1,1,161,[1],0.62
380,JXPATH-94,2,1,8,9,208,"[8, 9]",6,6,163,[6],0.19
380,JXPATH-93,5,4,5,9,209,"[9, 7, 6, 8, 5]",3,6,164,"[6, 4, 3, 5]",0.23775
380,JXPATH-95,2,1,9,11,209,"[9, 11]",7,7,164,[7],0.004
380,JXPATH-95,4,3,89,182,209,"[89, 91, 99, 182]",78,88,164,"[78, 80, 88]",0.002
380,JXPATH-93,2,1,5,10,209,"[10, 5]",7,7,164,[7],0.171
380,JXPATH-97,3,2,3,30,210,"[11, 30, 3]",10,26,165,"[10, 26]",0.1745
380,JXPATH-97,3,2,4,16,211,"[4, 5, 16]",3,4,165,"[3, 4]",0.413
380,JXPATH-97,6,5,1,31,211,"[1, 11, 4, 31, 5, 26]",1,26,165,"[1, 10, 3, 26, 4]",0.34240000000000004
380,JXPATH-102,2,1,1,96,212,"[96, 1]",83,83,165,[83],0.0
380,JXPATH-100,2,1,40,191,212,"[40, 191]",34,34,165,[34],0.044
380,JXPATH-114,3,2,50,94,214,"[50, 73, 94]",34,41,165,"[34, 41]",0.19
380,JXPATH-109,4,2,21,49,214,"[43, 49, 21, 35]",33,38,165,"[33, 38]",0.0195
380,JXPATH-115,2,1,62,77,214,"[77, 62]",48,48,165,[48],0.011
380,JXPATH-149,1,1,84,84,222,[84],72,72,168,[72],0.003
380,JXPATH-151,3,2,50,209,223,"[153, 50, 209]",34,128,168,"[128, 34]",0.016
400,JXPATH-12,4,2,3,154,201,"[6, 3, 22, 154]",3,6,159,"[6, 3]",0.347
400,JXPATH-50,2,1,10,31,201,"[31, 10]",27,27,159,[27],0.071
400,JXPATH-68,1,1,6,6,203,[6],3,3,160,[3],0.306
400,JXPATH-83,3,2,63,173,205,"[63, 67, 173]",62,64,161,"[62, 64]",0.33099999999999996
400,JXPATH-89,2,1,3,50,206,"[3, 50]",2,2,161,[2],0.396
400,JXPATH-94,2,1,34,45,208,"[45, 34]",41,41,163,[41],0.012
400,JXPATH-93,5,4,16,45,209,"[44, 42, 45, 43, 16]",34,37,164,"[36, 34, 37, 35]",0.0575
400,JXPATH-95,2,1,0,1,209,"[1, 0]",0,0,164,[0],0.193
400,JXPATH-95,4,3,0,5,209,"[2, 5, 4, 0]",1,4,164,"[1, 4, 3]",0.07266666666666667
400,JXPATH-93,2,1,16,27,209,"[27, 16]",20,20,164,[20],0.075
400,JXPATH-97,3,2,2,14,210,"[2, 14, 5]",2,12,165,"[2, 12]",0.239
400,JXPATH-97,3,2,0,192,211,"[0, 10, 192]",0,8,165,"[0, 8]",0.409
400,JXPATH-97,6,5,0,15,211,"[3, 2, 0, 15, 10, 14]",0,12,165,"[3, 2, 0, 12, 8]",0.3256
400,JXPATH-102,2,1,99,189,212,"[99, 189]",89,89,165,[89],0.0
400,JXPATH-100,2,1,51,79,212,"[79, 51]",70,70,165,[70],0.001
400,JXPATH-114,3,2,57,84,214,"[57, 84, 69]",37,48,165,"[37, 48]",0.156
400,JXPATH-109,4,2,32,172,214,"[97, 172, 32, 36]",68,138,165,"[68, 138]",0.0015
400,JXPATH-115,2,1,36,172,214,"[172, 36]",126,126,165,[126],0.0
400,JXPATH-149,1,1,64,64,222,[64],54,54,168,[54],0.003
400,JXPATH-151,3,2,52,176,223,"[132, 52, 176]",36,107,168,"[107, 36]",0.038
420,JXPATH-12,4,2,2,200,201,"[2, 3, 62, 200]",1,2,159,"[1, 2]",0.45499999999999996
420,JXPATH-50,2,1,0,16,201,"[16, 0]",9,9,159,[9],0.092
420,JXPATH-68,1,1,27,27,203,[27],15,15,160,[15],0.14
420,JXPATH-83,3,2,81,175,205,"[81, 106, 175]",76,96,161,"[76, 96]",0.17049999999999998
420,JXPATH-89,2,1,10,51,206,"[10, 51]",8,8,161,[8],0.089
420,JXPATH-94,2,1,0,45,208,"[45, 0]",42,42,163,[42],0.302
420,JXPATH-93,5,4,9,27,209,"[9, 10, 11, 12, 27]",9,12,164,"[9, 10, 11, 12]",0.295
420,JXPATH-95,2,1,159,199,209,"[199, 159]",156,156,164,[156],0.001
420,JXPATH-95,4,3,65,197,209,"[65, 189, 197, 159]",58,154,164,"[58, 146, 154]",0.0013333333333333333
420,JXPATH-93,2,1,22,27,209,"[22, 27]",22,22,164,[22],0.286
420,JXPATH-97,3,2,0,13,210,"[10, 13, 0]",8,10,165,"[8, 10]",0.197
420,JXPATH-97,3,2,1,19,211,"[1, 2, 19]",0,1,165,"[0, 1]",0.516
420,JXPATH-97,6,5,1,17,211,"[3, 10, 1, 13, 2, 17]",0,10,165,"[2, 8, 0, 10, 1]",0.3774
420,JXPATH-102,2,1,0,1,212,"[1, 0]",0,0,165,[0],0.149
420,JXPATH-100,2,1,82,100,212,"[82, 100]",72,72,165,[72],0.04
420,JXPATH-114,3,2,107,125,214,"[125, 107, 122]",82,96,165,"[96, 82]",0.0415
420,JXPATH-109,4,2,47,199,214,"[57, 144, 47, 199]",45,131,165,"[45, 131]",0.002
420,JXPATH-115,2,1,43,140,214,"[140, 43]",99,99,165,[99],0.0
420,JXPATH-149,1,1,177,177,222,[177],141,141,168,[141],0.002
420,JXPATH-151,3,2,36,180,223,"[121, 36, 180]",19,95,168,"[95, 19]",0.0535
440,JXPATH-12,4,2,0,15,201,"[1, 0, 12, 15]",0,1,159,"[1, 0]",0.7475
440,JXPATH-50,2,1,6,13,201,"[6, 13]",5,5,159,[5],0.124
440,JXPATH-68,1,1,6,6,203,[6],2,2,160,[2],0.254
440,JXPATH-83,3,2,131,175,205,"[131, 147, 175]",118,134,161,"[118, 134]",0.001
440,JXPATH-89,2,1,121,186,206,"[121, 186]",111,111,161,[111],0.0
440,JXPATH-94,2,1,0,6,208,"[6, 0]",5,5,163,[5],0.055
440,JXPATH-93,5,4,26,49,209,"[48, 44, 49, 45, 26]",32,37,164,"[36, 32, 37, 33]",0.0275
440,JXPATH-95,2,1,0,1,209,"[1, 0]",0,0,164,[0],0.21
440,JXPATH-95,4,3,0,5,209,"[5, 3, 2, 0]",1,4,164,"[4, 2, 1]",0.08433333333333333
440,JXPATH-93,2,1,24,42,209,"[42, 24]",35,35,164,[35],0.062
440,JXPATH-97,3,2,4,17,210,"[15, 17, 4]",12,13,165,"[12, 13]",0.158
440,JXPATH-97,3,2,0,200,211,"[0, 1, 200]",0,1,165,"[0, 1]",0.5375000000000001
440,JXPATH-97,6,5,0,18,211,"[3, 15, 0, 17, 1, 18]",0,13,165,"[3, 12, 0, 13, 1]",0.39859999999999995
440,JXPATH-102,2,1,94,187,212,"[94, 187]",86,86,165,[86],0.0
440,JXPATH-100,2,1,16,208,212,"[16, 208]",13,13,165,[13],0.049
440,JXPATH-114,3,2,88,110,214,"[110, 88, 97]",54,71,165,"[71, 54]",0.06
440,JXPATH-109,4,2,54,109,214,"[109, 90, 54, 84]",61,80,165,"[80, 61]",0.015000000000000001
440,JXPATH-115,2,1,66,174,214,"[174, 66]",128,128,165,[128],0.0
440,JXPATH-149,1,1,91,91,222,[91],80,80,168,[80],0.003
440,JXPATH-151,3,2,121,171,223,"[121, 130, 171]",101,110,168,"[101, 110]",0.001
460,JXPATH-12,4,2,0,8,201,"[0, 1, 8, 7]",0,1,159,"[0, 1]",0.43100000000000005
460,JXPATH-50,2,1,0,59,201,"[59, 0]",39,39,159,[39],0.021
460,JXPATH-68,1,1,58,58,203,[58],37,37,160,[37],0.047
460,JXPATH-83,3,2,101,173,205,"[101, 167, 173]",94,154,161,"[94, 154]",0.011000000000000001
460,JXPATH-89,2,1,8,187,206,"[8, 187]",8,8,161,[8],0.242
460,JXPATH-94,2,1,12,67,208,"[12, 67]",11,11,163,[11],0.029
460,JXPATH-93,5,4,7,55,209,"[52, 53, 54, 55, 7]",40,43,164,"[40, 41, 42, 43]",0.021
460,JXPATH-95,2,1,0,1,209,"[0, 1]",0,0,164,[0],0.245
460,JXPATH-95,4,3,1,5,209,"[5, 3, 4, 1]",2,4,164,"[4, 2, 3]",0.05933333333333333
460,JXPATH-93,2,1,6,15,209,"[15, 6]",12,12,164,[12],0.093
460,JXPATH-97,3,2,2,28,210,"[2, 28, 26]",2,25,165,"[2, 25]",0.4165
460,JXPATH-97,3,2,0,184,211,"[0, 13, 184]",0,12,165,"[0, 12]",0.5655
460,JXPATH-97,6,5,0,23,211,"[12, 2, 0, 21, 13, 23]",0,18,165,"[11, 2, 0, 18, 12]",0.48579999999999995
460,JXPATH-102,2,1,2,15,212,"[15, 2]",12,12,165,[12],0.008
460,JXPATH-100,2,1,30,36,212,"[36, 30]",26,26,165,[26],0.033
460,JXPATH-114,3,2,39,89,214,"[39, 55, 89]",28,39,165,"[28, 39]",0.252
460,JXPATH-109,4,2,65,128,214,"[122, 67, 65, 128]",63,92,165,"[92, 63]",0.2705
460,JXPATH-115,2,1,39,140,214,"[140, 39]",107,107,165,[107],0.0
460,JXPATH-149,1,1,135,135,222,[135],114,114,168,[114],0.002
460,JXPATH-151,3,2,50,153,223,"[153, 50, 72]",42,127,168,"[127, 42]",0.0005
480,JXPATH-12,4,2,0,10,201,"[5, 10, 0, 3]",2,3,159,"[2, 3]",0.47
480,JXPATH-50,2,1,22,144,201,"[144, 22]",124,124,159,[124],0.0
480,JXPATH-68,1,1,3,3,203,[3],2,2,160,[2],0.473
480,JXPATH-83,3,2,133,172,205,"[133, 148, 172]",121,136,161,"[121, 136]",0.001
480,JXPATH-89,2,1,1,187,206,"[1, 187]",1,1,161,[1],0.943
480,JXPATH-94,2,1,0,87,208,"[87, 0]",82,82,163,[82],0.001
480,JXPATH-93,5,4,24,66,209,"[63, 64, 65, 66, 24]",52,55,164,"[52, 53, 54, 55]",0.018
480,JXPATH-95,2,1,0,1,209,"[0, 1]",0,0,164,[0],0.257
480,JXPATH-95,4,3,1,5,209,"[5, 3, 4, 1]",2,4,164,"[4, 2, 3]",0.05266666666666667
480,JXPATH-93,2,1,12,24,209,"[12, 24]",9,9,164,[9],0.09
480,JXPATH-97,3,2,2,15,210,"[5, 15, 2]",4,13,165,"[4, 13]",0.219
480,JXPATH-97,3,2,3,186,211,"[3, 6, 186]",2,5,165,"[2, 5]",0.271
480,JXPATH-97,6,5,1,14,211,"[1, 6, 4, 14, 3, 10]",0,11,165,"[0, 5, 3, 11, 2]",0.27499999999999997
480,JXPATH-102,2,1,2,93,212,"[93, 2]",87,87,165,[87],0.0
480,JXPATH-100,2,1,38,162,212,"[162, 38]",128,128,165,[128],0.0
480,JXPATH-114,3,2,125,205,214,"[131, 125, 205]",106,112,165,"[112, 106]",0.1175
480,JXPATH-109,4,2,30,169,214,"[63, 169, 51, 30]",43,143,165,"[43, 143]",0.0015
480,JXPATH-115,2,1,23,138,214,"[138, 23]",105,105,165,[105],0.0
480,JXPATH-149,1,1,61,61,222,[61],52,52,168,[52],0.003
480,JXPATH-151,3,2,109,149,223,"[109, 114, 149]",87,92,168,"[87, 92]",0.001
500,JXPATH-12,4,2,0,7,201,"[7, 5, 0, 1]",1,3,159,"[3, 1]",0.267
500,JXPATH-50,2,1,1,18,201,"[18, 1]",12,12,159,[12],0.116
500,JXPATH-68,1,1,3,3,203,[3],3,3,160,[3],0.396
500,JXPATH-83,3,2,132,167,205,"[132, 159, 167]",127,151,161,"[127, 151]",0.03
500,JXPATH-89,2,1,0,190,206,"[0, 190]",0,0,161,[0],0.576
500,JXPATH-94,2,1,4,8,208,"[8, 4]",7,7,163,[7],0.014
500,JXPATH-93,5,4,7,32,209,"[30, 31, 29, 32, 7]",20,23,164,"[21, 22, 20, 23]",0.03825
500,JXPATH-95,2,1,0,1,209,"[1, 0]",0,0,164,[0],0.23
500,JXPATH-95,4,3,0,5,209,"[2, 5, 4, 0]",1,4,164,"[1, 4, 3]",0.07833333333333332
500,JXPATH-93,2,1,8,17,209,"[17, 8]",14,14,164,[14],0.072
500,JXPATH-97,3,2,1,16,210,"[1, 10, 16]",1,8,165,"[1, 8]",0.28300000000000003
500,JXPATH-97,3,2,4,195,211,"[4, 7, 195]",3,6,165,"[3, 6]",0.29000000000000004
500,JXPATH-97,6,5,0,23,211,"[23, 1, 0, 22, 16, 19]",0,20,165,"[20, 1, 0, 19, 14]",0.362
500,JXPATH-102,2,1,87,185,212,"[87, 185]",82,82,165,[82],0.0
500,JXPATH-100,2,1,127,168,212,"[168, 127]",127,127,165,[127],0.0
500,JXPATH-114,3,2,42,74,214,"[55, 74, 42]",26,44,165,"[26, 44]",0.032
500,JXPATH-109,4,2,43,175,214,"[95, 175, 43, 48]",66,141,165,"[66, 141]",0.0015
500,JXPATH-115,2,1,4,83,214,"[83, 4]",69,69,165,[69],0.0
500,JXPATH-149,1,1,120,120,222,[120],106,106,168,[106],0.002
500,JXPATH-151,3,2,32,136,223,"[63, 32, 136]",16,44,168,"[44, 16]",0.055
520,JXPATH-12,4,2,1,20,201,"[3, 1, 13, 20]",0,2,159,"[2, 0]",0.5725
520,JXPATH-50,2,1,34,43,201,"[34, 43]",30,30,159,[30],0.069
520,JXPATH-68,1,1,6,6,203,[6],5,5,160,[5],0.32
520,JXPATH-83,3,2,114,203,205,"[114, 127, 203]",110,123,161,"[110, 123]",0.001
520,JXPATH-89,2,1,6,192,206,"[6, 192]",6,6,161,[6],0.278
520,JXPATH-94,2,1,1,94,208,"[94, 1]",72,72,163,[72],0.127
520,JXPATH-93,5,4,74,82,209,"[79, 80, 81, 82, 74]",75,78,164,"[75, 76, 77, 78]",0.02
520,JXPATH-95,2,1,0,1,209,"[0, 1]",0,0,164,[0],0.258
520,JXPATH-95,4,3,1,5,209,"[2, 5, 4, 1]",1,4,164,"[1, 4, 3]",0.083
520,JXPATH-93,2,1,134,169,209,"[169, 134]",153,153,164,[153],0.0
520,JXPATH-97,3,2,0,21,210,"[5, 21, 0]",4,18,165,"[4, 18]",0.268
520,JXPATH-97,3,2,1,188,211,"[2, 1, 188]",0,1,165,"[1, 0]",0.5914999999999999
520,JXPATH-97,6,5,1,22,211,"[3, 5, 2, 22, 1, 18]",0,18,165,"[2, 4, 1, 18, 0]",0.4164
520,JXPATH-102,2,1,93,187,212,"[93, 187]",86,86,165,[86],0.0
520,JXPATH-100,2,1,35,134,212,"[35, 134]",34,34,165,[34],0.394
520,JXPATH-114,3,2,64,199,214,"[68, 64, 199]",50,53,165,"[53, 50]",0.05
520,JXPATH-109,4,2,39,182,214,"[182, 39, 136, 140]",36,149,165,"[149, 36]",0.204
520,JXPATH-115,2,1,98,201,214,"[98, 201]",85,85,165,[85],0.0
520,JXPATH-149,1,1,151,151,222,[151],129,129,168,[129],0.002
520,JXPATH-151,3,2,107,219,223,"[107, 112, 219]",84,89,168,"[84, 89]",0.001
540,JXPATH-12,4,2,1,33,201,"[1, 2, 20, 33]",0,1,159,"[0, 1]",0.714
540,JXPATH-50,2,1,47,58,201,"[58, 47]",46,46,159,[46],0.02
540,JXPATH-68,1,1,114,114,203,[114],88,88,160,[88],0.182
540,JXPATH-83,3,2,113,146,205,"[113, 129, 146]",101,117,161,"[101, 117]",0.001
540,JXPATH-89,2,1,4,187,206,"[4, 187]",4,4,161,[4],0.314
540,JXPATH-94,2,1,0,6,208,"[6, 0]",5,5,163,[5],0.039
540,JXPATH-93,5,4,11,35,209,"[32, 33, 34, 35, 11]",24,27,164,"[24, 25, 26, 27]",0.027
540,JXPATH-95,2,1,0,1,209,"[1, 0]",0,0,164,[0],0.168
540,JXPATH-95,4,3,0,5,209,"[5, 3, 4, 0]",2,4,164,"[4, 2, 3]",0.056666666666666664
540,JXPATH-93,2,1,11,25,209,"[25, 11]",20,20,164,[20],0.048
540,JXPATH-97,3,2,0,22,210,"[7, 22, 0]",5,16,165,"[5, 16]",0.27849999999999997
540,JXPATH-97,3,2,1,14,211,"[1, 3, 14]",0,2,165,"[0, 2]",0.552
540,JXPATH-97,6,5,1,23,211,"[10, 6, 1, 23, 3, 22]",0,16,165,"[8, 5, 0, 16, 2]",0.41340000000000005
540,JXPATH-102,2,1,90,187,212,"[90, 187]",84,84,165,[84],0.0
540,JXPATH-100,2,1,43,112,212,"[112, 43]",96,96,165,[96],0.0
540,JXPATH-114,3,2,136,144,214,"[144, 136, 139]",104,111,165,"[111, 104]",0.0575
540,JXPATH-109,4,2,102,189,214,"[178, 189, 102, 132]",143,154,165,"[143, 154]",0.001
540,JXPATH-115,2,1,109,127,214,"[109, 127]",82,82,165,[82],0.276
540,JXPATH-149,1,1,103,103,222,[103],93,93,168,[93],0.002
540,JXPATH-151,3,2,23,149,223,"[140, 149, 23]",121,130,168,"[121, 130]",0.0
560,JXPATH-12,4,2,2,12,201,"[4, 2, 6, 12]",1,3,159,"[3, 1]",0.499
560,JXPATH-50,2,1,0,26,201,"[26, 0]",21,21,159,[21],0.093
560,JXPATH-68,1,1,2,2,203,[2],1,1,160,[1],0.573
560,JXPATH-83,3,2,103,168,205,"[103, 151, 168]",95,138,161,"[95, 138]",0.015000000000000001
560,JXPATH-89,2,1,0,49,206,"[0, 49]",0,0,161,[0],0.957
560,JXPATH-94,2,1,9,11,208,"[11, 9]",9,9,163,[9],0.052
560,JXPATH-93,5,4,12,19,209,"[19, 16, 17, 18, 12]",15,18,164,"[18, 15, 16, 17]",0.12575
560,JXPATH-95,2,1,0,1,209,"[1, 0]",0,0,164,[0],0.215
560,JXPATH-95,4,3,0,4,209,"[4, 2, 3, 0]",1,3,164,"[3, 1, 2]",0.07133333333333335
560,JXPATH-93,2,1,12,34,209,"[34, 12]",32,32,164,[32],0.068
560,JXPATH-97,3,2,3,23,210,"[3, 23, 5]",3,19,165,"[3, 19]",0.3015
560,JXPATH-97,3,2,7,19,211,"[7, 9, 19]",6,8,165,"[6, 8]",0.4
560,JXPATH-97,6,5,3,25,211,"[7, 3, 6, 25, 9, 21]",3,19,165,"[6, 3, 5, 19, 8]",0.36219999999999997
560,JXPATH-102,2,1,1,93,212,"[93, 1]",84,84,165,[84],0.0
560,JXPATH-100,2,1,31,74,212,"[74, 31]",64,64,165,[64],0.001
560,JXPATH-114,3,2,48,76,214,"[76, 70, 48]",41,46,165,"[46, 41]",0.0325
560,JXPATH-109,4,2,14,161,214,"[98, 111, 14, 161]",89,102,165,"[89, 102]",0.001
560,JXPATH-115,2,1,43,148,214,"[148, 43]",111,111,165,[111],0.0
560,JXPATH-149,1,1,83,83,222,[83],75,75,168,[75],0.002
560,JXPATH-151,3,2,134,202,223,"[134, 143, 202]",119,128,168,"[119, 128]",0.0
580,JXPATH-12,4,2,1,5,201,"[3, 5, 1, 2]",0,1,159,"[0, 1]",0.3225
580,JXPATH-50,2,1,32,66,201,"[66, 32]",53,53,159,[53],0.017
580,JXPATH-68,1,1,11,11,203,[11],7,7,160,[7],0.317
580,JXPATH-83,3,2,74,156,205,"[74, 144, 156]",68,133,161,"[68, 133]",0.006500000000000001
580,JXPATH-89,2,1,0,188,206,"[0, 188]",0,0,161,[0],0.677
580,JXPATH-94,2,1,12,189,208,"[12, 189]",10,10,163,[10],0.016
580,JXPATH-93,5,4,7,68,209,"[65, 66, 67, 68, 7]",53,56,164,"[53, 54, 55, 56]",0.019
580,JXPATH-95,2,1,0,1,209,"[1, 0]",0,0,164,[0],0.197
580,JXPATH-95,4,3,0,4,209,"[2, 3, 4, 0]",1,3,164,"[1, 2, 3]",0.08133333333333333
580,JXPATH-93,2,1,7,23,209,"[23, 7]",18,18,164,[18],0.065
580,JXPATH-97,3,2,4,24,210,"[4, 24, 6]",3,18,165,"[3, 18]",0.251
580,JXPATH-97,3,2,0,10,211,"[0, 9, 10]",0,7,165,"[0, 7]",0.4065
580,JXPATH-97,6,5,0,25,211,"[14, 4, 0, 25, 9, 20]",0,18,165,"[9, 3, 0, 18, 7]",0.3028
580,JXPATH-102,2,1,5,93,212,"[93, 5]",87,87,165,[87],0.0
580,JXPATH-100,2,1,38,53,212,"[53, 38]",45,45,165,[45],0.012
580,JXPATH-114,3,2,82,99,214,"[86, 99, 82]",55,66,165,"[55, 66]",0.069
580,JXPATH-109,4,2,47,149,214,"[149, 69, 48, 47]",43,117,165,"[117, 43]",0.004999999999999999
580,JXPATH-115,2,1,47,132,214,"[132, 47]",100,100,165,[100],0.0
580,JXPATH-149,1,1,85,85,222,[85],76,76,168,[76],0.002
580,JXPATH-151,3,2,79,216,223,"[79, 84, 216]",59,64,168,"[59, 64]",0.001
