project,technique,precision,recall,wasted,bug id,original score percentage,f-score,expense,t-score,cost,exam-score,bug index,changed files,changed functions,ranked name MRR,ranked name avg similarity
Codec,560_sigmuid,0.5081479666970163,0.25407398334850817,1.0,264,0.2,0.33876531113134417,25.0,25.0,0.25,0.0,8,1,4,ranked 7,ranked 28
Codec,580_sigmuid,0.5231134693449695,0.26155673467248475,1.0,264,0.2,0.3487423128966463,25.0,25.0,0.25,0.0,8,1,4,ranked 24,ranked 16
Codec,600_sigmuid,0.4799683783067177,0.23998418915335884,1.5,264,0.2,0.31997891887114516,37.5,37.5,0.375,25.0,8,1,4,ranked 23,ranked 29
Codec,20_sigmuid,0.0,0.0,5,254,0.2,0,100,100,1.0,100,32,1,1,ranked 1,ranked 1
Codec,40_sigmuid,0.0,0.0,5,254,0.2,0,100,100,1.0,100,32,1,1,ranked 2,ranked 2
Codec,60_sigmuid,0.0,0.0,5,254,0.2,0,100,100,1.0,100,32,1,1,ranked 15,ranked 4
Codec,80_sigmuid,0.060626044679613446,0.060626044679613446,3.0,254,0.2,0.060626044679613446,60.0,60.0,0.6,60.0,32,1,1,ranked 16,ranked 5
Codec,100_sigmuid,0.0,0.0,5,254,0.2,0,100,100,1.0,100,32,1,1,ranked 14,ranked 3
Codec,120_sigmuid,0.0,0.0,5,254,0.2,0,100,100,1.0,100,32,1,1,ranked 5,ranked 8
Codec,140_sigmuid,0.071358843984167,0.071358843984167,2.0,254,0.2,0.071358843984167,40.0,40.0,0.4,40.0,32,1,1,ranked 9,ranked 7
Codec,160_sigmuid,0.06230793937292325,0.06230793937292325,3.0,254,0.2,0.06230793937292325,60.0,60.0,0.6,60.0,32,1,1,ranked 12,ranked 22
Codec,180_sigmuid,0.0,0.0,5,254,0.2,0,100,100,1.0,100,32,1,1,ranked 3,ranked 19
Codec,200_sigmuid,0.06725352874796317,0.06725352874796317,2.0,254,0.2,0.06725352874796317,40.0,40.0,0.4,40.0,32,1,1,ranked 11,ranked 14
Codec,220_sigmuid,0.070488204200373,0.070488204200373,2.0,254,0.2,0.070488204200373,40.0,40.0,0.4,40.0,32,1,1,ranked 4,ranked 21
Codec,240_sigmuid,0.06476475722400088,0.06476475722400088,2.0,254,0.2,0.06476475722400088,40.0,40.0,0.4,40.0,32,1,1,ranked 8,ranked 12
Codec,260_sigmuid,0.0,0.0,5,254,0.2,0,100,100,1.0,100,32,1,1,ranked 13,ranked 6
Codec,280_sigmuid,0.06733557067303828,0.06733557067303828,1.0,254,0.2,0.06733557067303828,20.0,20.0,0.2,20.0,32,1,1,ranked 10,ranked 9
Codec,300_sigmuid,0.06415525695913932,0.06415525695913932,3.0,254,0.2,0.06415525695913932,60.0,60.0,0.6,60.0,32,1,1,ranked 27,ranked 10
Codec,320_sigmuid,0.06153008715646175,0.06153008715646175,3.0,254,0.2,0.06153008715646175,60.0,60.0,0.6,60.0,32,1,1,ranked 21,ranked 11
Codec,340_sigmuid,0.07668701921975286,0.07668701921975286,1.0,254,0.2,0.07668701921975286,20.0,20.0,0.2,20.0,32,1,1,ranked 17,ranked 17
Codec,360_sigmuid,0.06870078043532153,0.06870078043532153,1.0,254,0.2,0.06870078043532153,20.0,20.0,0.2,20.0,32,1,1,ranked 18,ranked 25
Codec,380_sigmuid,0.059662914644536214,0.059662914644536214,3.0,254,0.2,0.059662914644536214,60.0,60.0,0.6,60.0,32,1,1,ranked 30,ranked 18
Codec,400_sigmuid,0.07550392442604743,0.07550392442604743,1.0,254,0.2,0.07550392442604743,20.0,20.0,0.2,20.0,32,1,1,ranked 19,ranked 23
Codec,420_sigmuid,0.06212465907836065,0.06212465907836065,3.0,254,0.2,0.06212465907836065,60.0,60.0,0.6,60.0,32,1,1,ranked 22,ranked 15
Codec,440_sigmuid,0.0,0.0,5,254,0.2,0,100,100,1.0,100,32,1,1,ranked 28,ranked 13
Codec,460_sigmuid,0.0677812452011946,0.0677812452011946,2.0,254,0.2,0.0677812452011946,40.0,40.0,0.4,40.0,32,1,1,ranked 25,ranked 26
Codec,480_sigmuid,0.05763909731752197,0.05763909731752197,3.0,254,0.2,0.05763909731752197,60.0,60.0,0.6,60.0,32,1,1,ranked 26,ranked 20
Codec,500_sigmuid,0.0,0.0,5,254,0.2,0,100,100,1.0,100,32,1,1,ranked 6,ranked 30
Codec,520_sigmuid,0.07821884296080332,0.07821884296080332,1.0,254,0.2,0.07821884296080332,20.0,20.0,0.2,20.0,32,1,1,ranked 29,ranked 24
