project,real bug diagnose sim,unreal bug diagnose sim,precision,recall,wasted,bug id,original score percentage,f-score,expense,t-score,cost,exam-score,bug index,changed files,changed functions
Collections,0.8,0,0.874507872,0.874507872,0,444,0.2,0.874507872,0,0,0,0,135,1,1
Collections,0.8,0.1,0.788726297,0.788726297,0,444,0.2,0.788726297,0,0,0,0,135,1,1
Collections,0.8,0.2,0.669663481,0.669663481,0,444,0.2,0.669663481,0,0,0,0,135,1,1
Collections,0.8,0.3,0.530017478,0.530017478,0,444,0.2,0.530017478,0,0,0,0,135,1,1
Collections,0.8,0.4,0.388121452,0.388121452,0,444,0.2,0.388121452,0,0,0,0,135,1,1
Collections,0.8,0.5,0.282713182,0.282713182,0,444,0.2,0.282713182,0,0,0,0,135,1,1
Collections,0.8,0.6,0.210984804,0.210984804,0,444,0.2,0.210984804,0,0,0,0,135,1,1
Collections,0.8,0.7,0.16700821,0.16700821,0,444,0.2,0.16700821,0,0,0,0,135,1,1
Collections,0.8,0.8,0.141748253,0.141748253,4,444,0.2,0.141748253,80,80,0.8,80,135,1,1
Collections,0.8,0.9,0,0,5,444,0.2,0,100,100,1,100,135,1,1
Collections,0.8,1,0,0,5,444,0.2,0,100,100,1,100,135,1,1
Collections,0.9,0,0.887459145,0.887459145,0,444,0.2,0.887459145,0,0,0,0,135,1,1
Collections,0.9,0.1,0.808592869,0.808592869,0,444,0.2,0.808592869,0,0,0,0,135,1,1
Collections,0.9,0.2,0.696416528,0.696416528,0,444,0.2,0.696416528,0,0,0,0,135,1,1
Collections,0.9,0.3,0.560660325,0.560660325,0,444,0.2,0.560660325,0,0,0,0,135,1,1
Collections,0.9,0.4,0.417854387,0.417854387,0,444,0.2,0.417854387,0,0,0,0,135,1,1
Collections,0.9,0.5,0.30844162,0.30844162,0,444,0.2,0.30844162,0,0,0,0,135,1,1
Collections,0.9,0.6,0.232299613,0.232299613,0,444,0.2,0.232299613,0,0,0,0,135,1,1
Collections,0.9,0.7,0.184921517,0.184921517,0,444,0.2,0.184921517,0,0,0,0,135,1,1
Collections,0.9,0.8,0.157464343,0.157464343,0,444,0.2,0.157464343,0,0,0,0,135,1,1
Collections,0.9,0.9,0.142207709,0.142207709,4,444,0.2,0.142207709,80,80,0.8,80,135,1,1
Collections,0.9,1,0,0,5,444,0.2,0,100,100,1,100,135,1,1
