project,technique,precision,recall,wasted,bug id,original score percentage,f-score,expense,t-score,cost,exam-score,bug index,changed files,changed functions
Net,120_sigmuid,0.10169645343009649,0.10169645343009649,3.0,624,0.2,0.10169645343009649,60.0,60.0,0.6,60.0,39,1,1
Net,140_sigmuid,0.12314682057641649,0.12314682057641649,2.0,624,0.2,0.12314682057641649,40.0,40.0,0.4,40.0,39,1,1
Net,160_sigmuid,0.0,0.0,5,624,0.2,0,100,100,1.0,100,39,1,1
Net,180_sigmuid,0.1371482625353152,0.1371482625353152,2.0,624,0.2,0.1371482625353152,40.0,40.0,0.4,40.0,39,1,1
Net,200_sigmuid,0.0,0.0,5,624,0.2,0,100,100,1.0,100,39,1,1
Net,220_sigmuid,0.08943929986373482,0.08943929986373482,3.0,624,0.2,0.0894392998637348,60.0,60.0,0.6,60.0,39,1,1
Net,240_sigmuid,0.051378728267759535,0.051378728267759535,4.0,624,0.2,0.051378728267759535,80.0,80.0,0.8,80.0,39,1,1
Net,260_sigmuid,0.0,0.0,5,624,0.2,0,100,100,1.0,100,39,1,1
Net,280_sigmuid,0.05544790530890548,0.05544790530890548,4.0,624,0.2,0.05544790530890548,80.0,80.0,0.8,80.0,39,1,1
Net,300_sigmuid,0.0,0.0,5,624,0.2,0,100,100,1.0,100,39,1,1
Net,320_sigmuid,0.0,0.0,5,624,0.2,0,100,100,1.0,100,39,1,1
Net,340_sigmuid,0.0,0.0,5,624,0.2,0,100,100,1.0,100,39,1,1
Net,360_sigmuid,0.0,0.0,5,624,0.2,0,100,100,1.0,100,39,1,1
Net,380_sigmuid,0.0,0.0,5,624,0.2,0,100,100,1.0,100,39,1,1
Net,400_sigmuid,0.0,0.0,5,624,0.2,0,100,100,1.0,100,39,1,1
Net,420_sigmuid,0.0,0.0,5,624,0.2,0,100,100,1.0,100,39,1,1
Net,440_sigmuid,0.0,0.0,5,624,0.2,0,100,100,1.0,100,39,1,1
Net,460_sigmuid,0.0,0.0,5,624,0.2,0,100,100,1.0,100,39,1,1
Net,480_sigmuid,0.0,0.0,5,624,0.2,0,100,100,1.0,100,39,1,1
Net,500_sigmuid,0.05793275253385456,0.05793275253385456,4.0,624,0.2,0.05793275253385456,80.0,80.0,0.8,80.0,39,1,1
Net,520_sigmuid,0.0,0.0,5,624,0.2,0,100,100,1.0,100,39,1,1
Net,540_sigmuid,0.07263120210616342,0.07263120210616342,4.0,624,0.2,0.07263120210616342,80.0,80.0,0.8,80.0,39,1,1
Net,560_sigmuid,0.09461851426514659,0.09461851426514659,3.0,624,0.2,0.09461851426514659,60.0,60.0,0.6,60.0,39,1,1
Net,580_sigmuid,0.0,0.0,5,624,0.2,0,100,100,1.0,100,39,1,1
Net,600_sigmuid,0.0,0.0,5,624,0.2,0,100,100,1.0,100,39,1,1
Net,20_sigmuid,0.7588908364471026,0.2829305395450091,1.0,261,0.2,0.4121884974903178,16.666666666666664,16.666666666666664,0.16666666666666663,0.0,220,1,3
Net,40_sigmuid,0.6702191638636341,0.23425441514616382,1.6666666666666667,261,0.2,0.3471672404682277,27.77777777777777,27.77777777777777,0.27777777777777773,0.0,220,1,3
Net,60_sigmuid,0.8297864034454091,0.3023790144558219,1.0,261,0.2,0.4432391078466114,16.666666666666664,16.666666666666664,0.16666666666666663,0.0,220,1,3
Net,80_sigmuid,0.8567241502446297,0.3082005912856887,1.0,261,0.2,0.4533217988438648,16.666666666666664,16.666666666666664,0.16666666666666663,0.0,220,1,3
Net,100_sigmuid,0.851449281484083,0.30212695908045345,1.0,261,0.2,0.44599701897489197,16.666666666666664,16.666666666666664,0.16666666666666663,0.0,220,1,3
Net,120_sigmuid,0.8406820433579545,0.2998049096876774,1.0,261,0.2,0.4419877025544532,16.666666666666664,16.666666666666664,0.16666666666666663,0.0,220,1,3
Net,140_sigmuid,0.7517760807780788,0.2625892080617275,1.0,261,0.2,0.3892252384090416,16.666666666666664,16.666666666666664,0.16666666666666663,0.0,220,1,3
Net,160_sigmuid,0.8842447338778423,0.3093419120707537,1.0,261,0.2,0.4583395057991403,16.666666666666664,16.666666666666664,0.16666666666666663,0.0,220,1,3
Net,180_sigmuid,0.847317110069363,0.3015082087986496,1.0,261,0.2,0.44475528167013334,16.666666666666664,16.666666666666664,0.16666666666666663,0.0,220,1,3
Net,200_sigmuid,0.8924097581583821,0.31073684067753654,1.0,261,0.2,0.46096558658477826,16.666666666666664,16.666666666666664,0.16666666666666663,0.0,220,1,3
Net,220_sigmuid,0.8412148058583423,0.30153692570443524,1.0,261,0.2,0.4439412680979921,16.666666666666664,16.666666666666664,0.16666666666666663,0.0,220,1,3
Net,240_sigmuid,0.7988291636730174,0.2910898478334209,1.0,261,0.2,0.42669419882323784,16.666666666666664,16.666666666666664,0.16666666666666663,0.0,220,1,3
Net,260_sigmuid,0.9536439465742327,0.32010003880210414,1.3333333333333333,261,0.2,0.4793136891030923,22.222222222222218,22.222222222222218,0.22222222222222218,0.0,220,1,3
Net,280_sigmuid,0.8255215116689611,0.29477059304312897,1.0,261,0.2,0.43442145944080734,16.666666666666664,16.666666666666664,0.16666666666666663,0.0,220,1,3
Net,300_sigmuid,0.8450684085720762,0.3032499833351283,1.0,261,0.2,0.4463343661872384,16.666666666666664,16.666666666666664,0.16666666666666663,0.0,220,1,3
Net,320_sigmuid,0.8413903066226804,0.30280746810416365,1.0,261,0.2,0.4453413108527039,16.666666666666664,16.666666666666664,0.16666666666666663,0.0,220,1,3
Net,340_sigmuid,0.8586435065053708,0.3045617646181037,1.0,261,0.2,0.44963685776040924,16.666666666666664,16.666666666666664,0.16666666666666663,0.0,220,1,3
Net,360_sigmuid,0.8871830944572958,0.3011324741179967,1.3333333333333333,261,0.2,0.4496442650328846,22.222222222222218,22.222222222222218,0.22222222222222218,0.0,220,1,3
Net,380_sigmuid,0.8013737027390019,0.29161916051689124,1.0,261,0.2,0.4276257134139168,16.666666666666664,16.666666666666664,0.16666666666666663,0.0,220,1,3
Net,400_sigmuid,0.875033432091192,0.30717292842403193,1.0,261,0.2,0.4547202430669403,16.666666666666664,16.666666666666664,0.16666666666666663,0.0,220,1,3
Net,420_sigmuid,0.8285089635254629,0.2980531033732175,1.0,261,0.2,0.43839514041351274,16.666666666666664,16.666666666666664,0.16666666666666663,0.0,220,1,3
Net,440_sigmuid,0.8733051712071371,0.3076572490813063,1.0,261,0.2,0.455016454319425,16.666666666666664,16.666666666666664,0.16666666666666663,0.0,220,1,3
Net,460_sigmuid,0.8385100652959891,0.29877625398377283,1.0,261,0.2,0.44056961204893746,16.666666666666664,16.666666666666664,0.16666666666666663,0.0,220,1,3
Net,480_sigmuid,0.8374810308487135,0.2992252756381916,1.0,261,0.2,0.44091510862106753,16.666666666666664,16.666666666666664,0.16666666666666663,0.0,220,1,3
Net,500_sigmuid,0.8407097819602064,0.2994591578807868,1.0,261,0.2,0.441615684361746,16.666666666666664,16.666666666666664,0.16666666666666663,0.0,220,1,3
Net,520_sigmuid,0.8568538829679365,0.3029188654421726,1.0,261,0.2,0.4476001120636523,16.666666666666664,16.666666666666664,0.16666666666666663,0.0,220,1,3
Net,540_sigmuid,0.8459277554916512,0.30131801696725946,1.0,261,0.2,0.4443568760963785,16.666666666666664,16.666666666666664,0.16666666666666663,0.0,220,1,3
Net,560_sigmuid,0.8393936151920256,0.29904384558557334,1.0,261,0.2,0.4409824927502764,16.666666666666664,16.666666666666664,0.16666666666666663,0.0,220,1,3
Net,580_sigmuid,0.8851010072202973,0.3113162650495328,1.0,261,0.2,0.46061912703189073,16.666666666666664,16.666666666666664,0.16666666666666663,0.0,220,1,3
Net,600_sigmuid,0.8244447664782298,0.29686092826779065,1.0,261,0.2,0.4365365124408556,16.666666666666664,16.666666666666664,0.16666666666666663,0.0,220,1,3
Net,20_sigmuid,0.0,0.0,5,597,0.2,0,100,100,1.0,100,52,1,2
Net,40_sigmuid,0.0920716308026072,0.0460358154013036,5,597,0.2,0.061381087201738134,0.0,0.0,0.0,0.0,52,1,2
Net,60_sigmuid,0.0,0.0,5,597,0.2,0,100,100,1.0,100,52,1,2
Net,80_sigmuid,0.0,0.0,5,597,0.2,0,100,100,1.0,100,52,1,2
Net,100_sigmuid,0.0,0.0,5,597,0.2,0,100,100,1.0,100,52,1,2
Net,120_sigmuid,0.044893594553797836,0.022446797276898918,5,597,0.2,0.02992906303586522,40.0,40.0,0.4,40.0,52,1,2
Net,140_sigmuid,0.0,0.0,5,597,0.2,0,100,100,1.0,100,52,1,2
Net,160_sigmuid,0.1499084987385605,0.07495424936928025,0.5,597,0.2,0.09993899915904034,10.0,10.0,0.1,0.0,52,1,2
Net,180_sigmuid,0.11813001248484911,0.059065006242424556,0.5,597,0.2,0.07875334165656607,10.0,10.0,0.1,0.0,52,1,2
Net,200_sigmuid,0.03482546854858988,0.01741273427429494,5,597,0.2,0.023216979032393253,40.0,40.0,0.4,40.0,52,1,2
Net,220_sigmuid,0.0,0.0,5,597,0.2,0,100,100,1.0,100,52,1,2
Net,240_sigmuid,0.0,0.0,5,597,0.2,0,100,100,1.0,100,52,1,2
Net,260_sigmuid,0.039235466870105755,0.019617733435052877,5,597,0.2,0.02615697791340384,60.0,60.0,0.6,60.0,52,1,2
Net,280_sigmuid,0.05941312146577546,0.02970656073288773,5,597,0.2,0.039608747643850306,0.0,0.0,0.0,0.0,52,1,2
Net,300_sigmuid,0.04792945026772413,0.023964725133862066,5,597,0.2,0.03195296684514942,80.0,80.0,0.8,80.0,52,1,2
Net,320_sigmuid,0.0,0.0,5,597,0.2,0,100,100,1.0,100,52,1,2
Net,340_sigmuid,0.12230511131097915,0.06115255565548958,5,597,0.2,0.0815367408739861,0.0,0.0,0.0,0.0,52,1,2
Net,360_sigmuid,0.1306966001214872,0.0653483000607436,1.0,597,0.2,0.08713106674765814,20.0,20.0,0.2,0.0,52,1,2
Net,380_sigmuid,0.12597228092233126,0.06298614046116563,2.0,597,0.2,0.0839815206148875,40.0,40.0,0.4,20.0,52,1,2
Net,400_sigmuid,0.05997088561651816,0.02998544280825908,5,597,0.2,0.0399805904110121,40.0,40.0,0.4,40.0,52,1,2
Net,420_sigmuid,0.11208185050015156,0.05604092525007578,1.5,597,0.2,0.07472123366676771,30.0,30.0,0.3,20.0,52,1,2
Net,440_sigmuid,0.0,0.0,5,597,0.2,0,100,100,1.0,100,52,1,2
Net,460_sigmuid,0.14749314736610408,0.07374657368305204,1.0,597,0.2,0.09832876491073606,20.0,20.0,0.2,0.0,52,1,2
Net,480_sigmuid,0.1770749554738283,0.08853747773691414,0.5,597,0.2,0.1180499703158855,10.0,10.0,0.1,0.0,52,1,2
Net,500_sigmuid,0.2201445276869265,0.11007226384346325,0.5,597,0.2,0.146763018457951,10.0,10.0,0.1,0.0,52,1,2
Net,520_sigmuid,0.1176744764402619,0.05883723822013095,0.5,597,0.2,0.0784496509601746,10.0,10.0,0.1,0.0,52,1,2
Net,540_sigmuid,0.09289344576346596,0.04644672288173298,3.0,597,0.2,0.06192896384231065,60.0,60.0,0.6,40.0,52,1,2
Net,560_sigmuid,0.0,0.0,5,597,0.2,0,100,100,1.0,100,52,1,2
Net,580_sigmuid,0.12742719843636552,0.06371359921818276,1.5,597,0.2,0.08495146562424369,30.0,30.0,0.3,20.0,52,1,2
Net,600_sigmuid,0.0,0.0,5,597,0.2,0,100,100,1.0,100,52,1,2
Net,20_sigmuid,0.021240431815977897,0.021240431815977897,3.5,550,0.2,0.021240431815977897,58.33333333333333,58.33333333333333,0.5833333333333333,50.0,76,1,2
Net,40_sigmuid,0.04525594299365125,0.04525594299365125,3.5,550,0.2,0.04525594299365126,58.33333333333333,58.33333333333333,0.5833333333333333,50.0,76,1,2
Net,60_sigmuid,0.01097034618779603,0.01097034618779603,3.5,550,0.2,0.01097034618779603,58.33333333333333,58.33333333333333,0.5833333333333333,50.0,76,1,2
Net,80_sigmuid,0.010556142932587387,0.010556142932587387,3.5,550,0.2,0.010556142932587387,58.33333333333333,58.33333333333333,0.5833333333333333,50.0,76,1,2
Net,100_sigmuid,0.016010091603518625,0.016010091603518625,3.5,550,0.2,0.016010091603518625,58.33333333333333,58.33333333333333,0.5833333333333333,50.0,76,1,2
Net,120_sigmuid,0.010792850168070205,0.010792850168070205,3.5,550,0.2,0.010792850168070205,58.33333333333333,58.33333333333333,0.5833333333333333,50.0,76,1,2
Net,140_sigmuid,0.01430256817786878,0.01430256817786878,3.5,550,0.2,0.01430256817786878,58.33333333333333,58.33333333333333,0.5833333333333333,50.0,76,1,2
Net,160_sigmuid,0.012030286848643608,0.012030286848643608,3.5,550,0.2,0.012030286848643608,58.33333333333333,58.33333333333333,0.5833333333333333,50.0,76,1,2
Net,180_sigmuid,0.007511127998510683,0.007511127998510683,3.5,550,0.2,0.007511127998510683,58.33333333333333,58.33333333333333,0.5833333333333333,50.0,76,1,2
Net,200_sigmuid,0.009618148382920366,0.009618148382920366,3.5,550,0.2,0.009618148382920366,58.33333333333333,58.33333333333333,0.5833333333333333,50.0,76,1,2
Net,220_sigmuid,0.012369945166375462,0.012369945166375462,3.5,550,0.2,0.012369945166375462,58.33333333333333,58.33333333333333,0.5833333333333333,50.0,76,1,2
Net,240_sigmuid,0.012539007403539672,0.012539007403539672,3.5,550,0.2,0.012539007403539672,58.33333333333333,58.33333333333333,0.5833333333333333,50.0,76,1,2
Net,260_sigmuid,0.012575899355110796,0.012575899355110796,3.5,550,0.2,0.012575899355110796,58.33333333333333,58.33333333333333,0.5833333333333333,50.0,76,1,2
Net,280_sigmuid,0.010300389633937179,0.010300389633937179,3.5,550,0.2,0.010300389633937179,58.33333333333333,58.33333333333333,0.5833333333333333,50.0,76,1,2
Net,300_sigmuid,0.011096121500516564,0.011096121500516564,3.5,550,0.2,0.011096121500516563,58.33333333333333,58.33333333333333,0.5833333333333333,50.0,76,1,2
Net,320_sigmuid,0.009934664402366615,0.009934664402366615,3.5,550,0.2,0.009934664402366615,58.33333333333333,58.33333333333333,0.5833333333333333,50.0,76,1,2
Net,340_sigmuid,0.010515223810790612,0.010515223810790612,3.5,550,0.2,0.010515223810790612,58.33333333333333,58.33333333333333,0.5833333333333333,50.0,76,1,2
Net,360_sigmuid,0.010086392378196548,0.010086392378196548,3.5,550,0.2,0.010086392378196548,58.33333333333333,58.33333333333333,0.5833333333333333,50.0,76,1,2
Net,380_sigmuid,0.009526185776389967,0.009526185776389967,3.5,550,0.2,0.009526185776389967,58.33333333333333,58.33333333333333,0.5833333333333333,50.0,76,1,2
Net,400_sigmuid,0.012104769201596165,0.012104769201596165,3.5,550,0.2,0.012104769201596165,58.33333333333333,58.33333333333333,0.5833333333333333,50.0,76,1,2
Net,420_sigmuid,0.009797973114895378,0.009797973114895378,3.5,550,0.2,0.009797973114895378,58.33333333333333,58.33333333333333,0.5833333333333333,50.0,76,1,2
Net,440_sigmuid,0.01023471426723541,0.01023471426723541,3.5,550,0.2,0.01023471426723541,58.33333333333333,58.33333333333333,0.5833333333333333,50.0,76,1,2
Net,460_sigmuid,0.009769946269580727,0.009769946269580727,3.5,550,0.2,0.009769946269580727,58.33333333333333,58.33333333333333,0.5833333333333333,50.0,76,1,2
Net,480_sigmuid,0.008824794565839206,0.008824794565839206,3.5,550,0.2,0.008824794565839206,58.33333333333333,58.33333333333333,0.5833333333333333,50.0,76,1,2
Net,500_sigmuid,0.01155356193089443,0.01155356193089443,3.5,550,0.2,0.01155356193089443,58.33333333333333,58.33333333333333,0.5833333333333333,50.0,76,1,2
Net,520_sigmuid,0.010461046158495154,0.010461046158495154,3.5,550,0.2,0.010461046158495154,58.33333333333333,58.33333333333333,0.5833333333333333,50.0,76,1,2
Net,540_sigmuid,0.008623948173851956,0.008623948173851956,3.5,550,0.2,0.008623948173851956,58.33333333333333,58.33333333333333,0.5833333333333333,50.0,76,1,2
Net,560_sigmuid,0.012729720656853846,0.012729720656853846,3.5,550,0.2,0.012729720656853846,58.33333333333333,58.33333333333333,0.5833333333333333,50.0,76,1,2
Net,580_sigmuid,0.011428427916938395,0.011428427916938395,3.5,550,0.2,0.011428427916938395,58.33333333333333,58.33333333333333,0.5833333333333333,50.0,76,1,2
Net,600_sigmuid,0.009385048089210405,0.009385048089210405,3.5,550,0.2,0.009385048089210405,58.33333333333333,58.33333333333333,0.5833333333333333,50.0,76,1,2
Net,20_sigmuid,0.2147125626151047,0.2147125626151047,3.0,511,0.2,0.2147125626151047,75.0,75.0,0.75,75.0,100,1,1
Net,40_sigmuid,0.0667492423739953,0.0667492423739953,3.0,511,0.2,0.0667492423739953,75.0,75.0,0.75,75.0,100,1,1
Net,60_sigmuid,0.5693181355472318,0.5693181355472318,0.0,511,0.2,0.5693181355472318,0.0,0.0,0.0,0.0,100,1,1
Net,80_sigmuid,0.5042836712425786,0.5042836712425786,0.0,511,0.2,0.5042836712425786,0.0,0.0,0.0,0.0,100,1,1
Net,100_sigmuid,0.4819261027238153,0.4819261027238153,0.0,511,0.2,0.4819261027238153,0.0,0.0,0.0,0.0,100,1,1
Net,120_sigmuid,0.3681473399217872,0.3681473399217872,0.0,511,0.2,0.3681473399217873,0.0,0.0,0.0,0.0,100,1,1
Net,140_sigmuid,0.08082065026484533,0.08082065026484533,3.0,511,0.2,0.08082065026484533,75.0,75.0,0.75,75.0,100,1,1
Net,160_sigmuid,0.43367878789879977,0.43367878789879977,0.0,511,0.2,0.43367878789879977,0.0,0.0,0.0,0.0,100,1,1
Net,180_sigmuid,0.29024190322920446,0.29024190322920446,1.0,511,0.2,0.29024190322920446,25.0,25.0,0.25,25.0,100,1,1
Net,200_sigmuid,0.3494122853958177,0.3494122853958177,0.0,511,0.2,0.3494122853958177,0.0,0.0,0.0,0.0,100,1,1
Net,220_sigmuid,0.37272731106259094,0.37272731106259094,1.0,511,0.2,0.37272731106259094,25.0,25.0,0.25,25.0,100,1,1
Net,240_sigmuid,0.6244929992633543,0.6244929992633543,0.0,511,0.2,0.6244929992633543,0.0,0.0,0.0,0.0,100,1,1
Net,260_sigmuid,0.5295122902935456,0.5295122902935456,0.0,511,0.2,0.5295122902935456,0.0,0.0,0.0,0.0,100,1,1
Net,280_sigmuid,0.34252308236096024,0.34252308236096024,0.0,511,0.2,0.34252308236096024,0.0,0.0,0.0,0.0,100,1,1
Net,300_sigmuid,0.17175354896475759,0.17175354896475759,2.0,511,0.2,0.17175354896475759,50.0,50.0,0.5,50.0,100,1,1
Net,320_sigmuid,0.3885226523084783,0.3885226523084783,0.0,511,0.2,0.3885226523084783,0.0,0.0,0.0,0.0,100,1,1
Net,340_sigmuid,0.5897379044278601,0.5897379044278601,0.0,511,0.2,0.5897379044278601,0.0,0.0,0.0,0.0,100,1,1
Net,360_sigmuid,0.6257083577138238,0.6257083577138238,0.0,511,0.2,0.6257083577138238,0.0,0.0,0.0,0.0,100,1,1
Net,380_sigmuid,0.05853941365563351,0.05853941365563351,3.0,511,0.2,0.05853941365563351,75.0,75.0,0.75,75.0,100,1,1
Net,400_sigmuid,0.5620907697707842,0.5620907697707842,0.0,511,0.2,0.5620907697707842,0.0,0.0,0.0,0.0,100,1,1
Net,420_sigmuid,0.6581638101059374,0.6581638101059374,0.0,511,0.2,0.6581638101059374,0.0,0.0,0.0,0.0,100,1,1
Net,440_sigmuid,0.3511328456140807,0.3511328456140807,1.0,511,0.2,0.3511328456140807,25.0,25.0,0.25,25.0,100,1,1
Net,460_sigmuid,0.6091930982739918,0.6091930982739918,0.0,511,0.2,0.6091930982739918,0.0,0.0,0.0,0.0,100,1,1
Net,480_sigmuid,0.6638505347386591,0.6638505347386591,0.0,511,0.2,0.6638505347386591,0.0,0.0,0.0,0.0,100,1,1
Net,500_sigmuid,0.29977978374559394,0.29977978374559394,1.0,511,0.2,0.29977978374559394,25.0,25.0,0.25,25.0,100,1,1
Net,520_sigmuid,0.25641553031788444,0.25641553031788444,1.0,511,0.2,0.25641553031788444,25.0,25.0,0.25,25.0,100,1,1
Net,540_sigmuid,0.4133771358035944,0.4133771358035944,1.0,511,0.2,0.4133771358035944,25.0,25.0,0.25,25.0,100,1,1
Net,560_sigmuid,0.5625460960183709,0.5625460960183709,0.0,511,0.2,0.5625460960183709,0.0,0.0,0.0,0.0,100,1,1
Net,580_sigmuid,0.42761231770444347,0.42761231770444347,0.0,511,0.2,0.4276123177044434,0.0,0.0,0.0,0.0,100,1,1
Net,600_sigmuid,0.2820217732158007,0.2820217732158007,1.0,511,0.2,0.2820217732158007,25.0,25.0,0.25,25.0,100,1,1
Net,20_sigmuid,0.028073113471274246,0.028073113471274246,1.0,566,0.2,0.028073113471274242,20.0,20.0,0.2,20.0,69,3,4
Net,40_sigmuid,0.0,0.0,5,566,0.2,0,100,100,1.0,100,69,3,4
Net,60_sigmuid,0.0,0.0,5,566,0.2,0,100,100,1.0,100,69,3,4
Net,80_sigmuid,0.03800736724769844,0.03800736724769844,1.0,566,0.2,0.03800736724769844,20.0,20.0,0.2,20.0,69,3,4
Net,100_sigmuid,0.0,0.0,5,566,0.2,0,100,100,1.0,100,69,3,4
Net,120_sigmuid,0.0,0.0,5,566,0.2,0,100,100,1.0,100,69,3,4
Net,140_sigmuid,0.0,0.0,5,566,0.2,0,100,100,1.0,100,69,3,4
Net,160_sigmuid,0.07082199507593456,0.07082199507593456,2.0,566,0.2,0.07082199507593456,40.0,40.0,0.4,40.0,69,3,4
Net,180_sigmuid,0.0,0.0,5,566,0.2,0,100,100,1.0,100,69,3,4
Net,200_sigmuid,0.0,0.0,5,566,0.2,0,100,100,1.0,100,69,3,4
Net,220_sigmuid,0.0,0.0,5,566,0.2,0,100,100,1.0,100,69,3,4
Net,240_sigmuid,0.0,0.0,5,566,0.2,0,100,100,1.0,100,69,3,4
Net,260_sigmuid,0.06114141791320142,0.06114141791320142,0.0,566,0.2,0.06114141791320142,0.0,0.0,0.0,0.0,69,3,4
Net,280_sigmuid,0.0,0.0,5,566,0.2,0,100,100,1.0,100,69,3,4
Net,300_sigmuid,0.0,0.0,5,566,0.2,0,100,100,1.0,100,69,3,4
Net,320_sigmuid,0.0,0.0,5,566,0.2,0,100,100,1.0,100,69,3,4
Net,340_sigmuid,0.1282567781596473,0.1282567781596473,0.0,566,0.2,0.1282567781596473,0.0,0.0,0.0,0.0,69,3,4
Net,360_sigmuid,0.09493735197646254,0.09493735197646254,0.0,566,0.2,0.09493735197646254,0.0,0.0,0.0,0.0,69,3,4
Net,380_sigmuid,0.0,0.0,5,566,0.2,0,100,100,1.0,100,69,3,4
Net,400_sigmuid,0.09397876123610598,0.09397876123610598,1.0,566,0.2,0.09397876123610598,20.0,20.0,0.2,20.0,69,3,4
Net,420_sigmuid,0.03387182523123049,0.03387182523123049,4.0,566,0.2,0.03387182523123049,80.0,80.0,0.8,80.0,69,3,4
Net,440_sigmuid,0.0,0.0,5,566,0.2,0,100,100,1.0,100,69,3,4
Net,460_sigmuid,0.08244257273939902,0.08244257273939902,0.0,566,0.2,0.08244257273939902,0.0,0.0,0.0,0.0,69,3,4
Net,480_sigmuid,0.057036429396434066,0.057036429396434066,0.0,566,0.2,0.057036429396434066,0.0,0.0,0.0,0.0,69,3,4
Net,500_sigmuid,0.05436484898402527,0.05436484898402527,2.0,566,0.2,0.05436484898402527,40.0,40.0,0.4,40.0,69,3,4
Net,520_sigmuid,0.04446576578624802,0.04446576578624802,0.0,566,0.2,0.04446576578624802,0.0,0.0,0.0,0.0,69,3,4
Net,540_sigmuid,0.0,0.0,5,566,0.2,0,100,100,1.0,100,69,3,4
Net,560_sigmuid,0.04210012520158386,0.04210012520158386,4.0,566,0.2,0.04210012520158386,80.0,80.0,0.8,80.0,69,3,4
Net,580_sigmuid,0.049599253303389414,0.049599253303389414,3.0,566,0.2,0.049599253303389414,60.0,60.0,0.6,60.0,69,3,4
Net,600_sigmuid,0.0,0.0,5,566,0.2,0,100,100,1.0,100,69,3,4
