num of topics,bug id,num of files that changed,num of files that changed no tests,first index exist files,max index exist files,num of files checked exist files,all indexes,first index exist files no tests,max index exist files no tests,num of files checked exist files no tests,all indexes no tests,average similarity
360,LANG-120,3,2,0,5,25,"[0, 1, 5]",0,1,13,"[0, 1]",0.964
360,LANG-122,2,1,2,4,25,"[2, 4]",2,2,13,[2],0.998
360,LANG-128,2,1,0,4,25,"[0, 4]",0,0,13,[0],0.931
360,LANG-168,3,2,0,5,28,"[0, 1, 5]",0,1,14,"[0, 1]",0.957
360,LANG-171,2,1,1,5,28,"[1, 5]",1,1,14,[1],0.994
360,LANG-219,2,1,0,5,31,"[0, 5]",0,0,14,[0],0.968
360,LANG-224,2,1,0,4,31,"[0, 4]",0,0,14,[0],0.984
380,LANG-96,1,1,0,0,28,[0],0,0,17,[0],0.918
380,LANG-100,2,1,0,4,25,"[0, 4]",0,0,13,[0],0.99
380,LANG-106,2,1,1,10,25,"[10, 1]",2,2,13,[2],0.084
380,LANG-111,2,1,0,2,25,"[0, 2]",0,0,13,[0],0.784
380,LANG-112,2,1,2,3,25,"[2, 3]",2,2,13,[2],0.876
380,LANG-114,2,1,4,5,25,"[4, 5]",2,2,13,[2],0.039
380,LANG-118,2,1,0,1,25,"[0, 1]",0,0,13,[0],0.658
380,LANG-120,3,2,0,5,25,"[1, 0, 5]",0,1,13,"[1, 0]",0.9335
380,LANG-122,2,1,0,4,25,"[0, 4]",0,0,13,[0],0.985
380,LANG-128,2,1,2,4,25,"[2, 4]",2,2,13,[2],0.88
380,LANG-168,3,2,0,5,28,"[0, 1, 5]",0,1,14,"[0, 1]",0.9495
380,LANG-171,2,1,1,5,28,"[1, 5]",1,1,14,[1],0.979
380,LANG-219,2,1,1,6,31,"[1, 6]",1,1,14,[1],0.774
380,LANG-224,2,1,0,4,31,"[0, 4]",0,0,14,[0],0.974
400,LANG-96,1,1,0,0,28,[0],0,0,17,[0],0.941
400,LANG-100,2,1,0,4,25,"[0, 4]",0,0,13,[0],0.969
400,LANG-106,2,1,5,8,25,"[5, 8]",4,4,13,[4],0.726
400,LANG-111,2,1,0,1,25,"[0, 1]",0,0,13,[0],0.959
400,LANG-112,2,1,2,4,25,"[2, 4]",2,2,13,[2],0.939
400,LANG-114,2,1,8,9,25,"[8, 9]",4,4,13,[4],0.023
400,LANG-118,2,1,0,2,25,"[0, 2]",0,0,13,[0],0.713
400,LANG-120,3,2,0,5,25,"[1, 0, 5]",0,1,13,"[1, 0]",0.784
400,LANG-122,2,1,2,5,25,"[2, 5]",2,2,13,[2],0.944
400,LANG-128,2,1,2,4,25,"[2, 4]",2,2,13,[2],0.88
400,LANG-168,3,2,0,6,28,"[0, 5, 6]",0,4,14,"[0, 4]",0.8925
400,LANG-171,2,1,0,6,28,"[0, 6]",0,0,14,[0],0.987
400,LANG-219,2,1,0,5,31,"[0, 5]",0,0,14,[0],0.961
400,LANG-224,2,1,0,5,31,"[0, 5]",0,0,14,[0],0.85
420,LANG-96,1,1,0,0,28,[0],0,0,17,[0],0.948
420,LANG-100,2,1,0,4,25,"[0, 4]",0,0,13,[0],0.994
420,LANG-106,2,1,0,6,25,"[0, 6]",0,0,13,[0],0.548
420,LANG-111,2,1,0,9,25,"[0, 9]",0,0,13,[0],0.947
420,LANG-112,2,1,1,4,25,"[1, 4]",1,1,13,[1],0.963
420,LANG-114,2,1,2,15,25,"[2, 15]",1,1,13,[1],0.025
420,LANG-118,2,1,0,1,25,"[1, 0]",0,0,13,[0],0.24
420,LANG-120,3,2,0,2,25,"[1, 0, 2]",0,1,13,"[1, 0]",0.7805
420,LANG-122,2,1,1,4,25,"[1, 4]",1,1,13,[1],0.96
420,LANG-128,2,1,1,4,25,"[1, 4]",1,1,13,[1],0.951
420,LANG-168,3,2,0,7,28,"[0, 6, 7]",0,5,14,"[0, 5]",0.888
420,LANG-171,2,1,1,2,28,"[1, 2]",0,0,14,[0],0.904
420,LANG-219,2,1,0,4,31,"[4, 0]",1,1,14,[1],0.657
420,LANG-224,2,1,0,4,31,"[0, 4]",0,0,14,[0],0.978
440,LANG-96,1,1,0,0,28,[0],0,0,17,[0],0.934
440,LANG-100,2,1,3,10,25,"[3, 10]",2,2,13,[2],0.99
440,LANG-106,2,1,2,9,25,"[2, 9]",1,1,13,[1],0.965
440,LANG-111,2,1,0,1,25,"[0, 1]",0,0,13,[0],0.92
440,LANG-112,2,1,1,10,25,"[1, 10]",1,1,13,[1],0.979
440,LANG-114,2,1,4,17,25,"[4, 17]",2,2,13,[2],0.007
440,LANG-118,2,1,0,1,25,"[0, 1]",0,0,13,[0],0.804
440,LANG-120,3,2,0,4,25,"[1, 0, 4]",0,1,13,"[1, 0]",0.9255
440,LANG-122,2,1,3,10,25,"[3, 10]",2,2,13,[2],0.988
440,LANG-128,2,1,0,1,25,"[1, 0]",0,0,13,[0],0.748
440,LANG-168,3,2,0,5,28,"[1, 0, 5]",0,1,14,"[1, 0]",0.98
440,LANG-171,2,1,2,4,28,"[2, 4]",2,2,14,[2],0.947
440,LANG-219,2,1,0,4,31,"[0, 4]",0,0,14,[0],0.968
440,LANG-224,2,1,0,9,31,"[0, 9]",0,0,14,[0],0.983
460,LANG-96,1,1,0,0,28,[0],0,0,17,[0],0.897
460,LANG-100,2,1,1,2,25,"[1, 2]",0,0,13,[0],0.985
460,LANG-106,2,1,0,5,25,"[0, 5]",0,0,13,[0],0.806
460,LANG-111,2,1,0,1,25,"[0, 1]",0,0,13,[0],0.877
